,Index,Coding Question #,Question Type,Question Text,Question Response,Answer Value
375,89,coding4_q89,CCPA - Notice,"Has California Privacy Rights Section that explains all rights afforded under the CCPA? (The right to request disclosure of  business’ data collection and sales practices , thecategories of personal information collected, the source of the information,  use of the information and, if the information was disclosed or sold to third parties, the categories of personal information disclosed or sold to third parties and the categories of third parties to whom such information was disclosed or sold; The right to request a copy of the specific personal information collected about them during the 12 months before their request (together with right #1, a “personal information request”); The right to have such information deleted (with exceptions); he right to request that their personal information not be sold to third parties, if applicable; and The right not to be discriminated against because they exercised any of the new rights.]",[ 2 ] - partial compliance,2
376,90,coding4_q90,CCPA - Notice,Directs CA Residents to that section when describing general (non-california exclusive) data practices?,[ 1 ] - yes,1
377,90,coding4_q90,CCPA - Notice,Directs CA Residents to that section when describing general (non-california exclusive) data practices?,[ 0 ] - no,0
378,91,coding4_q91,CCPA - Notice,Personal Information Request: Offers CA residents an opportunity to request all information shared with third parties in the last year?,[ 1 ] - yes,1
379,91,coding4_q91,CCPA - Notice,Personal Information Request: Offers CA residents an opportunity to request all information shared with third parties in the last year?,[ 0 ] - no,0
380,92,coding4_q92,CCPA - Notice,Offers California residents a direct link via which to contact site and request information?,[ 0 ] - contact info in different section,0
381,92,coding4_q92,CCPA - Notice,Offers California residents a direct link via which to contact site and request information?,1=contact info in same section,1
382,92,coding4_q92,CCPA - Notice,Offers California residents a direct link via which to contact site and request information?,2=direct link included in same section),2
383,93,coding4_q93,CCPA - Notice,Data requests are explicitly free of charge?,[ 1 ] - yes,1
384,93,coding4_q93,CCPA - Notice,Data requests are explicitly free of charge?,[ 0 ] - no,0
385,94,coding4_q94,CCPA - Data Sharing,Does the PP list the categories of personal information sold in the past 12 months?,[ 1 ] - yes,1
386,94,coding4_q94,CCPA - Data Sharing,Does the PP list the categories of personal information sold in the past 12 months?,0 = no,0
387,94,coding4_q94,CCPA - Data Sharing,Does the PP list the categories of personal information sold in the past 12 months?,. = N/A,.
388,95,coding4_q95,CCPA - Data Choices,"PP identifies at least two methods for submitting a personal information or erasure request, in accordance with CCPA?(These  must include, at a minimum, a web page and a toll-free telephone number)",[ 0 ] - no,0
389,95,coding4_q95,CCPA - Data Choices,"PP identifies at least two methods for submitting a personal information or erasure request, in accordance with CCPA?(These  must include, at a minimum, a web page and a toll-free telephone number)",[ 1 ] - two methods identified,1
390,95,coding4_q95,CCPA - Data Choices,"PP identifies at least two methods for submitting a personal information or erasure request, in accordance with CCPA?(These  must include, at a minimum, a web page and a toll-free telephone number)",2 = one method identified,2
391,96,coding4_q96,CCPA- Disclosures,CCPA section includes the following disclosures (check all that apply),"""[1] a list of the categories of personal information collected by the business in the past 12 months",0
392,96,coding4_q96,CCPA- Disclosures,CCPA section includes the following disclosures (check all that apply),"[2] a list of categories of information the Business has (i) sold or within the preceding 12 months or, if the Business has not",1
393,96,coding4_q96,CCPA- Disclosures,CCPA section includes the following disclosures (check all that apply),"done so, disclosing that fact.",2
394,96,coding4_q96,CCPA- Disclosures,CCPA section includes the following disclosures (check all that apply),[3] a list of categories (by reference to the CCPA enumerated category),3
395,96,coding4_q96,CCPA- Disclosures,CCPA section includes the following disclosures (check all that apply),"of information the Business has disclosed for a business purpose,  within the preceding 12 months or, if the Business has not",4
396,97,coding4_q97,CCPA - Opt Out,"Firm offers the right of opt-out of selling personal information to third parties with a visible, direct link to ""Do Not Sell My Personal Information.""",[ 0 ] - no mention,0
397,97,coding4_q97,CCPA - Opt Out,"Firm offers the right of opt-out of selling personal information to third parties with a visible, direct link to ""Do Not Sell My Personal Information.""",[ 1 ] - yes,1
398,97,coding4_q97,CCPA - Opt Out,"Firm offers the right of opt-out of selling personal information to third parties with a visible, direct link to ""Do Not Sell My Personal Information.""","[ 2 ] - mentions the right but explains why it's not available/not applicable (e.g., firm does not sell information to third parties)",2
399,98,coding4_q98,GDPR-Automated Processes,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decisionmaking, or any automated decisions that don't involve a human)",[ 0 ] - no,0
400,98,coding4_q98,GDPR-Automated Processes,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decisionmaking, or any automated decisions that don't involve a human)",[ 1 ] - yes,1
401,98,coding4_q98,GDPR-Automated Processes,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decisionmaking, or any automated decisions that don't involve a human)",[ . ] - not applicable,.
402,98,coding4_q98,GDPR-Automated Processes,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decisionmaking, or any automated decisions that don't involve a human)",[ DND ] - does not disclose,DND
403,99,coding4_q99,GDPR-Automated Processes,"If firm engages in automated decisionmaking, does it provide meaningful infomration about the logic involved, or significance/effect of such decisions?",[ 0 ] - no,0
404,99,coding4_q99,GDPR-Automated Processes,"If firm engages in automated decisionmaking, does it provide meaningful infomration about the logic involved, or significance/effect of such decisions?",[ 1 ] - yes,1
405,99,coding4_q99,GDPR-Automated Processes,"If firm engages in automated decisionmaking, does it provide meaningful infomration about the logic involved, or significance/effect of such decisions?",[ . ] - not applicable,.
406,99,coding4_q99,GDPR-Automated Processes,"If firm engages in automated decisionmaking, does it provide meaningful infomration about the logic involved, or significance/effect of such decisions?",[ DND ] - does not disclose,DND
407,100,coding4_q100,COVID ,"Does the PP include any terms related to contact tracing, health tracking, or other terms in relationship to COVID?",[ 0 ] - no,0
408,100,coding4_q100,COVID ,"Does the PP include any terms related to contact tracing, health tracking, or other terms in relationship to COVID?",[ 1 ] - yes,1
