,Question Identifier,Question Text,Company,Policy Instance ID,Policy,Section Identifier,Sentence Identifier,Sentence
803,v40_2020.1,Ownership Rights of User Information Provided (look in terms of use),EU google.com,363,tos,124,0,• using content you’ve shared publicly to promote the services
804,v40_2020.1,Ownership Rights of User Information Provided (look in terms of use),EU google.com,363,tos,124,1,"For example, to promote a Google app, we might quote a review you wrote"
805,v40_2020.1,Ownership Rights of User Information Provided (look in terms of use),EU google.com,363,tos,124,2,"Or to promote Google Play, we might show a screenshot of the app you offer in the Play Store"
806,v40_2020.1,Ownership Rights of User Information Provided (look in terms of use),EU google.com,363,tos,125,0,• developing new technologies and services for Google consistent with these terms
807,v47_2020.1,What happens to data if entity ceases to exist or is acquired?,EU google.com,363,privacy_policy,176,0,"If Google is involved in a merger, acquisition, or sale of assets, we’ll continue to ensure the confidentiality of your personal information and give affected users notice before personal information is transferred or becomes subject to a different privacy policy"
808,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",EU google.com,363,privacy_policy,208,0,§ European requirements
809,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",EU google.com,363,privacy_policy,209,0,"If European Union (EU) or United Kingdom (UK) data protection law applies to the processing of your information, we provide the controls described in this policy so you can exercise your right to request access to, update, remove, and restrict the processing of your information"
810,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",EU google.com,363,privacy_policy,209,1,You also have the right to object to the processing of your information or export your information to another service
811,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",EU google.com,363,privacy_policy,212,0,§ With your consent
812,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",EU google.com,363,privacy_policy,213,1,"For example, we ask for your consent to provide you with personalized services, such as ads based on your interests"
813,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",EU google.com,363,privacy_policy,213,0,We ask for your agreement to process your information for specific purposes and you have the right to withdraw your consent at any time
814,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",EU google.com,363,privacy_policy,213,2,We also ask for your consent to collect your voice and audio activity for speech recognition
815,v2.4_2020.1,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",EU google.com,363,privacy_policy,213,3,You can manage these settings in your  [Google Account](https://myaccount.google.com/)
816,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,74,0,"We use various technologies to collect and store information, including  [cookies](https://policies.google.com/privacy/archive/20200331?gl=IE&hl=en#footnote-cookies-and-similar-technologies) ,  [pixel tags](https://policies.google.com/privacy/archive/20200331?gl=IE&hl=en#footnote-pixel) , local storage, such as  [browser web storage](https://policies.google.com/privacy/archive/20200331?gl=IE&hl=en#footnote-browser-storage)  or  [application data caches](https://policies.google.com/privacy/archive/20200331?gl=IE&hl=en#footnote-application-data-cache) , databases, and  [server logs](https://policies.google.com/privacy/archive/20200331?gl=IE&hl=en#footnote-server-logs)"
817,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,268,0,§ Application data cache
818,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,269,1,"It can, for example, enable a web application to run without an internet connection and improve the performance of the application by enabling faster loading of content"
819,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,269,0,An application data cache is a data repository on a device
820,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,270,0,§ Browser web storage
821,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,271,1,"When used in ""local storage"" mode, it enables data to be stored across sessions"
822,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,271,0,Browser web storage enables websites to store data in a browser on a device
823,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,271,2,This makes data retrievable even after a browser has been closed and reopened
824,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,271,3,One technology that facilitates web storage is HTML 5
825,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,284,0,§ Pixel tag
826,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,285,0,"A pixel tag is a type of technology placed on a website or within the body of an email for the purpose of tracking certain activity, such as views of a website or when an email is opened"
827,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,285,1,Pixel tags are often used in combination with cookies
828,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,290,0,§ Server logs
829,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,291,0,"Like most websites, our servers automatically record the page requests made when you visit our sites"
830,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,291,1,"These “server logs” typically include your web request, Internet Protocol address, browser type, browser language, the date and time of your request, and one or more cookies that may uniquely identify your browser"
831,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,301,0,§ Unique identifiers
832,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,302,0,"A unique identifier is a string of characters that can be used to uniquely identify a browser, app, or device"
833,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,302,1,"Different identifiers vary in how permanent they are, whether they can be reset by users, and how they can be accessed"
834,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,303,0,"Unique identifiers can be used for various purposes, including security and fraud detection, syncing services such as your email inbox, remembering your preferences, and providing personalized advertising"
835,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,303,1,"For example, unique identifiers stored in cookies help sites display content in your browser in your preferred language"
836,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,303,2,You can configure your browser to refuse all cookies or to indicate when a cookie is being sent
837,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,303,3,Learn more about  [how Google uses cookies](https://policies.google.com/technologies/cookies)
838,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,304,1,"For example, a unique identifier such as the Advertising ID is used to provide relevant advertising on Android devices, and can be  [managed](https://policies.google.com/technologies/ads)  in your device’s settings"
839,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,304,0,"On other platforms besides browsers, unique identifiers are used to recognize a specific device or app on that device"
840,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,304,2,"Unique identifiers may also be incorporated into a device by its manufacturer (sometimes called a universally unique ID or UUID), such as the IMEI-number of a mobile phone"
841,v10.2_2020.1,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",EU google.com,363,privacy_policy,304,3,"For example, a device’s unique identifier can be used to customize our service to your device or analyze device issues related to our services"
842,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,123,0,§ Ways to review & update your information
843,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,124,0,§ My Activity
844,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,125,0,"My Activity allows you to review and control data that’s created when you use Google services, like searches you’ve done or your visits to Google Play"
845,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,125,1,"You can browse by date and by topic, and delete part or all of your activity"
846,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,126,0,[Go to My Activity](https://myactivity.google.com/myactivity?utm_source=pp)
847,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,127,0,§ Google Dashboard
848,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,128,0,Google Dashboard allows you to manage information associated with specific products
849,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,129,0,[Go to Dashboard](https://myaccount.google.com/dashboard?utm_source=pp)
850,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,130,0,§ Your personal information
851,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,132,0,[Go to Personal Info](https://myaccount.google.com/privacy?utm_source=pp#personalinfo)
852,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,133,0,"When you’re signed out, you can manage information associated with your browser or device, including:"
853,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,134,0,• Signed-out search personalization:  [Choose](https://www.google.com/history/optout?utm_source=pp)  whether your search activity is used to offer you more relevant results and recommendations
854,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,135,0,• YouTube settings: Pause and delete your  [YouTube Search History](https://www.youtube.com/feed/history/search_history?utm_source=pp)  and your  [YouTube Watch History](https://www.youtube.com/feed/history?utm_source=pp)
855,v37.2_2020.1,"Can the user request that incorrect data be either rectified, updated, or erased?",EU google.com,363,privacy_policy,136,0,• Ad Settings:  [Manage](https://adssettings.google.com/?utm_source=pp)  your preferences about the ads shown to you on Google and on sites and apps that partner with Google to show ads
856,v54.1_2020.1,Please highlight all the listed security measures (Policy statements that describe the type of security that the website/app implements to protect users’ information.),EU google.com,363,privacy_policy,15,0,•  [Data transfer frameworks](privacy/frameworks?gl=IE&hl=en)
857,v80.2_2020.1,Does PP state it complies with EU-US Safe Harbor Agreement? ,EU google.com,363,privacy_policy,206,4,S
858,v80.2_2020.1,Does PP state it complies with EU-US Safe Harbor Agreement? ,EU google.com,363,privacy_policy,206,5,and Swiss-U
859,v80.2_2020.1,Does PP state it complies with EU-US Safe Harbor Agreement? ,EU google.com,363,privacy_policy,206,6,S
860,v80.2_2020.1,Does PP state it complies with EU-US Safe Harbor Agreement? ,EU google.com,363,privacy_policy,206,7,Privacy Shield Frameworks
861,v80.2_2020.1,Does PP state it complies with EU-US Safe Harbor Agreement? ,EU google.com,363,privacy_policy,206,3,"We also comply with certain  [legal frameworks](https://policies.google.com/privacy/frameworks)  relating to the transfer of data, such as the EU-U"
862,v54.1_2020.1(1),"['[ 1 ] - Secure data transfer [Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS.]']",EU google.com,363,privacy_policy,181,0,• We use encryption to keep your data private while in transit
863,v54.1_2020.1(2),"['[ 2 ] - Secure user authentication [User authentication, e.g., login to a user account, is encrypted/secured]']",EU google.com,363,privacy_policy,181,0,• We use encryption to keep your data private while in transit
864,v54.1_2020.1(2),"['[ 2 ] - Secure user authentication [User authentication, e.g., login to a user account, is encrypted/secured]']",EU google.com,363,privacy_policy,182,0,"• We offer a range of security features, like  [Safe Browsing](https://safebrowsing.google.com/?utm_source=pp) , Security Checkup, and  [2 Step Verification](https://www.google.com/landing/2step/?utm_source=pp)  to help you protect your account"
865,v54.1_2020.1(2),"['[ 2 ] - Secure user authentication [User authentication, e.g., login to a user account, is encrypted/secured]']",EU google.com,363,privacy_policy,183,0,"• We review our information collection, storage, and processing practices, including physical security measures, to prevent unauthorized access to our systems"
866,v54.1_2020.1(3),"['[ 3 ] - Secure data storage [Data is stored securely, e.g. in an encrypted format or database]']",EU google.com,363,privacy_policy,183,0,"• We review our information collection, storage, and processing practices, including physical security measures, to prevent unauthorized access to our systems"
867,v54.1_2020.1(3),"['[ 3 ] - Secure data storage [Data is stored securely, e.g. in an encrypted format or database]']",EU google.com,363,privacy_policy,311,0,§ appropriate safeguards
868,v54.1_2020.1(3),"['[ 3 ] - Secure data storage [Data is stored securely, e.g. in an encrypted format or database]']",EU google.com,363,privacy_policy,312,0,"For example, we may anonymize data, or encrypt data to ensure it can’t be linked to other information about you"
869,v54.1_2020.1(3),"['[ 3 ] - Secure data storage [Data is stored securely, e.g. in an encrypted format or database]']",EU google.com,363,privacy_policy,312,1,[Learn more](https://policies.google.com/technologies/anonymization)
870,v54.1_2020.1(4),"['[ 4 ] - Data access limitation (""access controls"" under GDPR) [Data is accessible to employees/third parties on a need-to-know basis]']",EU google.com,363,privacy_policy,184,0,"• We restrict access to personal information to Google employees, contractors, and agents who need that information in order to process it"
871,v54.1_2020.1(11),"['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']",EU google.com,363,privacy_policy,181,0,• We use encryption to keep your data private while in transit
872,v54.1_2020.1(11),"['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']",EU google.com,363,privacy_policy,182,0,"• We offer a range of security features, like  [Safe Browsing](https://safebrowsing.google.com/?utm_source=pp) , Security Checkup, and  [2 Step Verification](https://www.google.com/landing/2step/?utm_source=pp)  to help you protect your account"
873,v54.1_2020.1(11),"['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']",EU google.com,363,privacy_policy,311,0,§ appropriate safeguards
874,v54.1_2020.1(11),"['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']",EU google.com,363,privacy_policy,312,0,"For example, we may anonymize data, or encrypt data to ensure it can’t be linked to other information about you"
875,v54.1_2020.1(11),"['[ 11 ] - Generic/ No specifics [The policy makes generic security statements, e.g., “we protect your data” or “we use technology/encryption to protect your data"" without any specifics.]']",EU google.com,363,privacy_policy,312,1,[Learn more](https://policies.google.com/technologies/anonymization)
876,6,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",amazon.co.uk,327,privacy_policy,87,0,• You will also be able to opt out of certain other types of data processing by updating your settings on the applicable Amazon website (e
877,6,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",amazon.co.uk,327,privacy_policy,87,2,", in ""Manage Your Content and Devices""), device, or application"
878,6,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",amazon.co.uk,327,privacy_policy,87,3,For more information click  [here](https://www.amazon.co.uk/gp/help/customer/display.html?nodeId=GQFYXZHZB2H629WN)
879,6,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",amazon.co.uk,327,privacy_policy,87,4,Most non-Amazon devices also provide users with the ability to change device permissions (e
880,6,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",amazon.co.uk,327,privacy_policy,87,6,", disable/access location services, contacts)"
881,6,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",amazon.co.uk,327,privacy_policy,87,7,"For most devices, these controls are located in the device's settings menu"
882,6,"Are users given the option of withdrawing their consent to the collection of information in any clause in the contract, or are notified of this before entering the contract? (e.g., this would be satisfied when the firm allows the user to withdraw their consent by changing their account settings, or contacting the firm identifying which types of consent user is withdrawing from --consent to collection, sharing, etc, removing permissions from apps in ""settings"")",amazon.co.uk,327,privacy_policy,87,8,"If you have questions about how to change your device permissions on devices manufactured by third parties, we recommend you contact your mobile service carrier or your device manufacturer as different devices may have different permission settings"
883,8,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",amazon.co.uk,327,privacy_policy,52,0,§ What About Cookies?
884,8,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",amazon.co.uk,327,privacy_policy,53,0,"To enable our systems to recognise your browser or device and to provide Amazon Services to you, we use cookies"
885,8,"Does the company have a cookie policy? (note ""Yes"" if the company has a stated cookie policy (e.g., a section in the privacy policy explaining its cookie policy) or offers link to a document with it, or if there is an attached cookie policy in the coding tool)",amazon.co.uk,327,privacy_policy,53,1,"For more information about cookies and how we use them, please read our  [Cookies Notice](https://www.amazon.co.uk/gp/help/customer/display.html/?nodeId=201890250)"
886,9,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",amazon.co.uk,327,privacy_policy,37,1,"Like many websites, we use cookies and other unique identifiers and we obtain certain types of information when your web browser or device accesses Amazon Services and other content served by or on behalf of Amazon Europe on other websites"
887,9,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",amazon.co.uk,327,privacy_policy,37,2,Click  [here](#GUID-A440AA65-7F7E-4134-8FA8-842156F43EEE__SECTION_22160257376047E78334D565CD73852D)  to see examples of what we collect
888,9,"Does the company explicitly state they use tracking elements other than cookies? (e.g. ""local storage cookies"", ""browser fingerprints"")?",amazon.co.uk,327,privacy_policy,137,1,"We may also use device identifiers, cookies, and other technologies on devices, applications and our web pages to collect browsing, usage or other technical information for fraud prevention purposes"
889,10,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",amazon.co.uk,327,privacy_policy,45,0,• Provide voice services
890,10,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",amazon.co.uk,327,privacy_policy,45,1,"When you use our voice services, we process your voice input and other personal information to respond to your requests, provide the requested service to you, and improve Amazon Services"
891,10,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",amazon.co.uk,327,privacy_policy,45,2,For more information about Alexa voice services click  [here](https://www.amazon.co.uk/gp/help/customer/display.html/?nodeId=GA7E98TJFEJLYSFR)
892,10,"Biometric Information Collected and Stored? (e.g., facial scans, fingerprints, facial patterns, voice or typing cadence.)",amazon.co.uk,327,privacy_policy,115,0,• talk to or otherwise interact with our Alexa Voice service;
893,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,40,0,§ For What Purposes Does Amazon Europe Process Your Personal Information?
894,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,41,0,"[](#) We process your personal information to operate, provide, and improve the Amazon Services that we offer our customers"
895,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,41,1,These purposes include:
896,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,42,0,• Purchase and delivery of products and services
897,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,42,1,"We use your personal information to take and handle orders, deliver products and services, process payments, and communicate with you about orders, products and services, and promotional offers"
898,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,43,0,"• Provide, troubleshoot, and improve Amazon Services"
899,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,43,1,"We use your personal information to provide functionality, analyse performance, fix errors, and improve usability and effectiveness of the Amazon Services"
900,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,44,0,• Recommendations and personalisation
901,11,"Company commits that PII will be used internally only for business purposes ( e.g., effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)? [Article 4 of the GDPR, personal data is ""any information relating to an identified or identifiable natural person. In general, internal business purposes involve use of data for purposes that are in the service of the user)[Advertising is not considered internal business purposes; Article 6 of GDPR defines as legitimiate or ""business purpose  processing is necessary for the performance of a contract to which the data subject is party or in order to take steps at the request of the data subject prior to entering into a contract;

",amazon.co.uk,327,privacy_policy,44,1,"We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalise your experience with Amazon Services"
